Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)            I(VDD)      
232      7.40861069e-10    4.94246339e-02    3.48344386e+00    5.24451130e+00   -5.93985771e-02   -5.08131650e-02
233      7.44194402e-10    4.44310448e-02    3.47801935e+00    5.24057760e+00   -5.93732184e-02   -5.08552143e-02
234      7.47527735e-10    2.24663068e-02    3.45611033e+00    5.24700965e+00   -4.93181265e-02   -5.08018483e-02
235      7.50861069e-10   -8.07979689e-03    3.42609487e+00    5.26064081e+00   -3.29448644e-02   -5.06805444e-02
236      7.54194402e-10   -3.55396927e-02    3.39945761e+00    5.27556995e+00   -1.63718357e-02   -5.05445717e-02
237      7.57527735e-10   -4.94246339e-02    3.38639305e+00    5.28561979e+00   -5.58993757e-03   -5.04506056e-02
238      7.60861069e-10   -4.44310448e-02    3.39189728e+00    5.28661293e+00   -4.26818987e-03   -5.04379220e-02
239      7.64194402e-10   -2.24663068e-02    3.41386206e+00    5.27769118e+00   -1.26267784e-02   -5.05161572e-02
240      7.67527735e-10    8.07979689e-03    3.44389629e+00    5.26158884e+00   -2.73950579e-02   -5.06621635e-02
241      7.70861069e-10    3.55396927e-02    3.47053830e+00    5.24382114e+00   -4.28221787e-02   -5.08265194e-02
242      7.74194402e-10    4.94246339e-02    3.48362207e+00    5.23077176e+00   -5.26878911e-02   -5.09504713e-02
243      7.77527735e-10    4.44310448e-02    3.47814609e+00    5.22714289e+00   -5.28004806e-02   -5.09894980e-02
244      7.80861069e-10    2.24663068e-02    3.45618577e+00    5.23392052e+00   -4.28350006e-02   -5.09327019e-02
245      7.84194402e-10   -8.07979689e-03    3.42611571e+00    5.24792764e+00   -2.65161776e-02   -5.08076657e-02
246      7.87527735e-10   -3.55396927e-02    3.39941899e+00    5.26323787e+00   -9.98910574e-03   -5.06679118e-02
247      7.90861069e-10   -4.94246339e-02    3.38629117e+00    5.27364240e+00    7.24251526e-04   -5.05704304e-02
248      7.94194402e-10   -4.44310448e-02    3.39173161e+00    5.27494104e+00    1.93427477e-03   -5.05547238e-02
249      7.97527735e-10   -2.24663068e-02    3.41363612e+00    5.26627271e+00   -6.57922729e-03   -5.06304549e-02
250      8.00861069e-10    8.07979689e-03    3.44361663e+00    5.25038810e+00   -2.15269575e-02   -5.07743107e-02
251      8.04194402e-10    3.55396927e-02    3.47021234e+00    5.23282857e+00   -3.71312204e-02   -5.09366082e-02
252      8.07527735e-10    4.94246339e-02    3.48325590e+00    5.22000107e+00   -4.71493656e-02   -5.10583614e-02
253      8.10861069e-10    4.44310448e-02    3.47774302e+00    5.21662168e+00   -4.73778441e-02   -5.10949117e-02
254      8.14194402e-10    2.24663068e-02    3.45574589e+00    5.22367972e+00   -3.74908526e-02   -5.10353299e-02
255      8.17527735e-10   -8.07979689e-03    3.42563644e+00    5.23799047e+00   -2.12229700e-02   -5.09072770e-02
256      8.20861069e-10   -3.55396927e-02    3.39889655e+00    5.25360830e+00   -4.73971822e-03   -5.07644687e-02
257      8.24194402e-10   -4.94246339e-02    3.38572254e+00    5.26429999e+00    5.91286341e-03   -5.06641388e-02
258      8.27527735e-10   -4.44310448e-02    3.39111633e+00    5.26584754e+00    7.02901799e-03   -5.06459664e-02
259      8.30861069e-10   -2.24663068e-02    3.41297683e+00    5.25738753e+00   -1.61157553e-03   -5.07196363e-02
260      8.34194402e-10    8.07979689e-03    3.44291832e+00    5.24168330e+00   -1.67052413e-02   -5.08617078e-02
261      8.37527735e-10    3.55396927e-02    3.46948068e+00    5.22429632e+00   -3.24535911e-02   -5.10222964e-02
262      8.40861069e-10    4.94246339e-02    3.48249554e+00    5.21165144e+00   -4.25967966e-02   -5.11422378e-02
263      8.44194402e-10    4.44310448e-02    3.47695648e+00    5.20847538e+00   -4.29222225e-02   -5.11767680e-02
264      8.47527735e-10    2.24663068e-02    3.45493324e+00    5.21576013e+00   -3.31032894e-02   -5.11149321e-02
265      8.50861069e-10   -8.07979689e-03    3.42479568e+00    5.23031531e+00   -1.68819374e-02   -5.09844491e-02
266      8.54194402e-10   -3.55396927e-02    3.39802472e+00    5.24618058e+00   -4.39291159e-04   -5.08391819e-02
267      8.57527735e-10   -4.94246339e-02    3.38481730e+00    5.25710392e+00    1.01600229e-02   -5.07365522e-02
268      8.60861069e-10   -4.44310448e-02    3.39017727e+00    5.25885348e+00    1.11976670e-02   -5.07163765e-02
269      8.64194402e-10   -2.24663068e-02    3.41200594e+00    5.25056396e+00    2.45312174e-03   -5.07883574e-02
270      8.67527735e-10    8.07979689e-03    3.44191941e+00    5.23500840e+00   -1.27589200e-02   -5.09289563e-02
271      8.70861069e-10    3.55396927e-02    3.46845808e+00    5.21776368e+00   -2.86241988e-02   -5.10881342e-02
272      8.74194402e-10    4.94246339e-02    3.48145280e+00    5.20526832e+00   -3.88697589e-02   -5.12065904e-02
273      8.77527735e-10    4.44310448e-02    3.47589551e+00    5.20225723e+00   -3.92759904e-02   -5.12394799e-02
274      8.80861069e-10    2.24663068e-02    3.45385408e+00    5.20972455e+00   -2.95156161e-02   -5.11758274e-02
275      8.84194402e-10   -8.07979689e-03    3.42369680e+00    5.22447573e+00   -1.33360481e-02   -5.10433943e-02
276      8.87527735e-10   -3.55396927e-02    3.39690386e+00    5.24053929e+00    3.06971840e-03   -5.08961552e-02
277      8.90861069e-10   -4.94246339e-02    3.38367262e+00    5.25164876e+00    1.36227777e-02   -5.07916761e-02
278      8.94194402e-10   -4.44310448e-02    3.38900844e+00    5.25356162e+00    1.45950367e-02   -5.07698796e-02
279      8.97527735e-10   -2.24663068e-02    3.41081448e+00    5.24541101e+00    5.76574055e-03   -5.08404826e-02
280      9.00861069e-10    8.07979689e-03    3.44070819e+00    5.22997735e+00   -9.54204484e-03   -5.09798724e-02
281      9.04194402e-10    3.55396927e-02    3.46723039e+00    5.21284929e+00   -2.55019671e-02   -5.11378919e-02
282      9.07527735e-10    4.94246339e-02    3.48021133e+00    5.20047574e+00   -3.58310896e-02   -5.12551370e-02
283      9.10861069e-10    4.44310448e-02    3.47464173e+00    5.19759785e+00   -3.63044556e-02   -5.12867006e-02
284      9.14194402e-10    2.24663068e-02    3.45258803e+00    5.20521153e+00   -2.65941582e-02   -5.12215907e-02
285      9.17527735e-10   -8.07979689e-03    3.42241731e+00    5.22011919e+00   -1.04516399e-02   -5.10875995e-02
286      9.20861069e-10   -3.55396927e-02    3.39560919e+00    5.23634093e+00    5.92112516e-03   -5.09387861e-02
287      9.24194402e-10   -4.94246339e-02    3.38236139e+00    5.24759932e+00    1.64343305e-02   -5.08328261e-02
288      9.27527735e-10   -4.44310448e-02    3.38768036e+00    5.24964358e+00    1.73523626e-02   -5.08097240e-02
289      9.30861069e-10   -2.24663068e-02    3.40947068e+00    5.24160564e+00    8.45421107e-03   -5.08792082e-02
290      9.34194402e-10    8.07979689e-03    3.43935085e+00    5.22627145e+00   -6.93076216e-03   -5.10176100e-02
291      9.37527735e-10    3.55396927e-02    3.46586200e+00    5.20923855e+00   -2.29670694e-02   -5.11746835e-02
292      9.40861069e-10    4.94246339e-02    3.47883393e+00    5.19696367e+00   -3.33642374e-02   -5.12909463e-02
293      9.44194402e-10    4.44310448e-02    3.47325642e+00    5.19419278e+00   -3.38932179e-02   -5.13214440e-02
294      9.47527735e-10    2.24663068e-02    3.45119485e+00    5.20192317e+00   -2.42255307e-02   -5.12551708e-02
295      9.50861069e-10   -8.07979689e-03    3.42101538e+00    5.21695512e+00   -8.11554435e-03   -5.11199411e-02
296      9.54194402e-10   -3.55396927e-02    3.39419721e+00    5.23330245e+00    8.22803115e-03   -5.09698769e-02
297      9.57527735e-10   -4.94246339e-02    3.38093829e+00    5.24467939e+00    1.87071308e-02   -5.08627370e-02
298      9.60861069e-10   -4.44310448e-02    3.38624592e+00    5.24682889e+00    1.95803798e-02   -5.08385882e-02
299      9.64194402e-10   -2.24663068e-02    3.40802574e+00    5.23888190e+00    1.06265006e-02   -5.09071681e-02
300      9.67527735e-10    8.07979689e-03    3.43789706e+00    5.22362846e+00   -4.82047661e-03   -5.10447669e-02
301      9.70861069e-10    3.55396927e-02    3.46440121e+00    5.20667274e+00   -2.09182384e-02   -5.12010720e-02
302      9.74194402e-10    4.94246339e-02    3.47736766e+00    5.19447735e+00   -3.13706709e-02   -5.13165427e-02
303      9.77527735e-10    4.44310448e-02    3.47178553e+00    5.19179187e+00   -3.19456010e-02   -5.13461885e-02
304      9.80861069e-10    2.24663068e-02    3.44971935e+00    5.19961480e+00   -2.23140199e-02   -5.12789923e-02
305      9.84194402e-10   -8.07979689e-03    3.41953465e+00    5.21474490e+00   -6.23237327e-03   -5.11427837e-02
306      9.87527735e-10   -3.55396927e-02    3.39271025e+00    5.23119134e+00    1.00856299e-02   -5.09917314e-02
307      9.90861069e-10   -4.94246339e-02    3.37944431e+00    5.24266215e+00    2.05357253e-02   -5.08836563e-02
308      9.94194402e-10   -4.44310448e-02    3.38474475e+00    5.24489551e+00    2.13721534e-02   -5.08586725e-02
309      9.97527735e-10   -2.24663068e-02    3.40651799e+00    5.23702157e+00    1.23733611e-02   -5.09265253e-02
310      1.00086107e-09    8.07979689e-03    3.43638394e+00    5.22183332e+00   -3.12322416e-03   -5.10634748e-02
311      1.00419440e-09    3.55396927e-02    3.46288411e+00    5.20493984e+00   -1.92702597e-02   -5.12191596e-02
312      1.00752774e-09    4.94246339e-02    3.47584772e+00    5.19280805e+00   -2.97674565e-02   -5.13339957e-02
313      1.01086107e-09    4.44310448e-02    3.47026337e+00    5.19019032e+00   -3.03802593e-02   -5.13629651e-02
314      1.01419440e-09    2.24663068e-02    3.44819502e+00    5.19808610e+00   -2.07791636e-02   -5.12950415e-02
315      1.01752774e-09   -8.07979689e-03    3.41800767e+00    5.21329319e+00   -4.72204027e-03   -5.11580643e-02
316      1.02086107e-09   -3.55396927e-02    3.39117990e+00    5.22981736e+00    1.15737440e-02   -5.10062364e-02
317      1.02419440e-09   -4.94246339e-02    3.37790999e+00    5.24136204e+00    2.19993221e-02   -5.08974246e-02
318      1.02752774e-09   -4.44310448e-02    3.38320633e+00    5.24366184e+00    2.28056193e-02   -5.08717785e-02
319      1.03086107e-09   -2.24663068e-02    3.40497592e+00    5.23584623e+00    1.37707990e-02   -5.09390497e-02
320      1.03419440e-09    8.07979689e-03    3.43483910e+00    5.22071031e+00   -1.76530116e-03   -5.10754773e-02
321      1.03752774e-09    3.55396927e-02    3.46133752e+00    5.20386668e+00   -1.79516994e-02   -5.12306644e-02
322      1.04086107e-09    4.94246339e-02    3.47430021e+00    5.19178543e+00   -2.84850587e-02   -5.13449956e-02
323      1.04419440e-09    4.44310448e-02    3.46871541e+00    5.18922101e+00   -2.91290081e-02   -5.13734322e-02
324      1.04752774e-09    2.24663068e-02    3.44664665e+00    5.19717370e+00   -1.95535712e-02   -5.13049397e-02
325      1.05086107e-09   -8.07979689e-03    3.41645855e+00    5.21244069e+00   -3.51754382e-03   -5.11673639e-02
326      1.05419440e-09   -3.55396927e-02    3.38962951e+00    5.22902536e+00    1.27590803e-02   -5.10149316e-02
327      1.05752774e-09   -4.94246339e-02    3.37635789e+00    5.24062778e+00    2.31640603e-02   -5.09055433e-02
328      1.06086107e-09   -4.44310448e-02    3.38165241e+00    5.24297988e+00    2.39458294e-02   -5.08793750e-02
329      1.06419440e-09   -2.24663068e-02    3.40342051e+00    5.23521058e+00    1.48822601e-02   -5.09461840e-02
330      1.06752774e-09    8.07979689e-03    3.43328282e+00    5.22011639e+00   -6.85162091e-04   -5.10821947e-02
331      1.07086107e-09    3.55396927e-02    3.45978110e+00    5.20331240e+00   -1.69028837e-02   -5.12369854e-02
332      1.07419440e-09    4.94246339e-02    3.47274427e+00    5.19127096e+00   -2.74653800e-02   -5.13509182e-02
333      1.07752774e-09    4.44310448e-02    3.46716029e+00    5.18874811e+00   -2.81348938e-02   -5.13789388e-02
334      1.08086107e-09    2.24663068e-02    3.44509238e+00    5.19674481e+00   -1.85809922e-02   -5.13100057e-02
335      1.08419440e-09   -8.07979689e-03    3.41490491e+00    5.21205799e+00   -2.56301389e-03   -5.11719676e-02
336      1.08752774e-09   -3.55396927e-02    3.38807612e+00    5.22868935e+00    1.36972066e-02   -5.10190684e-02
337      1.09086107e-09   -4.94246339e-02    3.37480443e+00    5.24033654e+00    2.40849920e-02   -5.09092323e-02
338      1.09419440e-09   -4.44310448e-02    3.38009880e+00    5.24272953e+00    2.48469116e-02   -5.08826553e-02
339      1.09752774e-09   -2.24663068e-02    3.40186696e+00    5.23499674e+00    1.57605377e-02   -5.09490992e-02
340      1.10086107e-09    8.07979689e-03    3.43172979e+00    5.21993558e+00    1.68421082e-04   -5.10847793e-02
341      1.10419440e-09    3.55396927e-02    3.45822909e+00    5.20316285e+00   -1.60741256e-02   -5.12392570e-02
342      1.10752774e-09    4.94246339e-02    3.47119371e+00    5.19115246e+00   -2.66600400e-02   -5.13528785e-02
343      1.11086107e-09    4.44310448e-02    3.46561143e+00    5.18866165e+00   -2.73505005e-02   -5.13805778e-02
344      1.11419440e-09    2.24663068e-02    3.44354527e+00    5.19669202e+00   -1.78146262e-02   -5.13113072e-02
345      1.11752774e-09   -8.07979689e-03    3.41335939e+00    5.21204041e+00   -1.81200964e-03   -5.11729162e-02
346      1.12086107e-09   -3.55396927e-02    3.38653193e+00    5.22870743e+00    1.44342684e-02   -5.10196597e-02
347      1.12419440e-09   -4.94246339e-02    3.37326133e+00    5.24038904e+00    2.48078013e-02   -5.09094790e-02
348      1.12752774e-09   -4.44310448e-02    3.37855674e+00    5.24281372e+00    2.55537664e-02   -5.08825844e-02
349      1.13086107e-09   -2.24663068e-02    3.40032607e+00    5.23510949e+00    1.64494262e-02   -5.09487421e-02
350      1.13419440e-09    8.07979689e-03    3.43019037e+00    5.22007426e+00    8.37955410e-04   -5.10841622e-02
351      1.13752774e-09    3.55396927e-02    3.45669149e+00    5.20332591e+00   -1.54241844e-02   -5.12383951e-02
352      1.14086107e-09    4.94246339e-02    3.46965823e+00    5.19133945e+00   -2.60288784e-02   -5.13517764e-02
353      1.14419440e-09    4.44310448e-02    3.46407827e+00    5.18887301e+00   -2.67364781e-02   -5.13792308e-02
354      1.14752774e-09    2.24663068e-02    3.44201445e+00    5.19692875e+00   -1.72156583e-02   -5.13097052e-02
355      1.15086107e-09   -8.07979689e-03    3.41183081e+00    5.21230364e+00   -1.22604788e-03   -5.11710482e-02
356      1.15419440e-09   -3.55396927e-02    3.38500542e+00    5.22899757e+00    1.50084691e-02   -5.10175216e-02
357      1.15752774e-09   -4.94246339e-02    3.37173672e+00    5.24070534e+00    2.53702824e-02   -5.09070782e-02
358      1.16086107e-09   -4.44310448e-02    3.37703397e+00    5.24315438e+00    2.61035259e-02   -5.08799392e-02
359      1.16419440e-09   -2.24663068e-02    3.39880523e+00    5.23547229e+00    1.69851425e-02   -5.09458745e-02
360      1.16752774e-09    8.07979689e-03    3.42867165e+00    5.22045720e+00    1.35860200e-03   -5.10810921e-02
361      1.17086107e-09    3.55396927e-02    3.45517513e+00    5.20372765e+00   -1.49189373e-02   -5.12351359e-02
362      1.17419440e-09    4.94246339e-02    3.46814443e+00    5.19175934e+00   -2.55386637e-02   -5.13483344e-02
363      1.17752774e-09    4.44310448e-02    3.46256715e+00    5.18931110e+00   -2.62602735e-02   -5.13756054e-02
364      1.18086107e-09    2.24663068e-02    3.44050605e+00    5.19738563e+00   -1.67519971e-02   -5.13058906e-02
365      1.18419440e-09   -8.07979689e-03    3.41032507e+00    5.21278011e+00   -7.73338970e-04   -5.11670363e-02
366      1.18752774e-09   -3.55396927e-02    3.38350223e+00    5.22949406e+00    1.54513386e-02   -5.10133083e-02
367      1.19086107e-09   -4.94246339e-02    3.37023597e+00    5.24122149e+00    2.58036044e-02   -5.09026671e-02
368      1.19419440e-09   -4.44310448e-02    3.37553559e+00    5.24368903e+00    2.65268021e-02   -5.08753419e-02
369      1.19752774e-09   -2.24663068e-02    3.39730927e+00    5.23602392e+00    1.73975437e-02   -5.09411062e-02
370      1.20086107e-09    8.07979689e-03    3.42717823e+00    5.22102429e+00    1.75935372e-03   -5.10761679e-02
371      1.20419440e-09    3.55396927e-02    3.45368439e+00    5.20430900e+00   -1.45302406e-02   -5.12300678e-02
372      1.20752774e-09    4.94246339e-02    3.46665649e+00    5.19235418e+00   -2.51619851e-02   -5.13431299e-02
373      1.21086107e-09    4.44310448e-02    3.46108211e+00    5.18991923e+00   -2.58950422e-02   -5.13702667e-02
374      1.21419440e-09    2.24663068e-02    3.43902395e+00    5.19800733e+00   -1.63971949e-02   -5.13004147e-02
375      1.21752774e-09   -8.07979689e-03    3.40884589e+00    5.21341599e+00   -4.27706460e-04   -5.11614171e-02
376      1.22086107e-09   -3.55396927e-02    3.38202587e+00    5.23014455e+00    1.57888155e-02   -5.10075416e-02
377      1.22419440e-09   -4.94246339e-02    3.36876236e+00    5.24188653e+00    2.61333907e-02   -5.08967535e-02
378      1.22752774e-09   -4.44310448e-02    3.37406468e+00    5.24436796e+00    2.68487497e-02   -5.08692880e-02
379      1.23086107e-09   -2.24663068e-02    3.39584107e+00    5.23671571e+00    1.77111638e-02   -5.09349224e-02
380      1.23419440e-09    8.07979689e-03    3.42571279e+00    5.22172776e+00    2.06403942e-03   -5.10698660e-02
381      1.23752774e-09    3.55396927e-02    3.45222180e+00    5.20502306e+00   -1.42349578e-02   -5.12236585e-02
382      1.24086107e-09    4.94246339e-02    3.46519684e+00    5.19307800e+00   -2.48763075e-02   -5.13366216e-02
383      1.24419440e-09    4.44310448e-02    3.45962546e+00    5.19065242e+00   -2.56187205e-02   -5.13636630e-02
384      1.24752774e-09    2.24663068e-02    3.43757033e+00    5.19875001e+00   -1.61295272e-02   -5.12937148e-02
385      1.25086107e-09   -8.07979689e-03    3.40739528e+00    5.21416863e+00   -1.67667378e-04   -5.11546161e-02
386      1.25419440e-09   -3.55396927e-02    3.38057824e+00    5.23090761e+00    1.60421677e-02   -5.10006348e-02
387      1.25752774e-09   -4.94246339e-02    3.36731763e+00    5.24266017e+00    2.63806344e-02   -5.08897395e-02
388      1.26086107e-09   -4.44310448e-02    3.37262281e+00    5.24515186e+00    2.70899698e-02   -5.08621700e-02
389      1.26419440e-09   -2.24663068e-02    3.39440205e+00    5.23750919e+00    1.79460941e-02   -5.09277071e-02
390      1.26752774e-09    8.07979689e-03    3.42427665e+00    5.22252988e+00    2.29217703e-03   -5.10625629e-02
391      1.27086107e-09    3.55396927e-02    3.45078857e+00    5.20583284e+00   -1.40141333e-02   -5.12162773e-02
392      1.27419440e-09    4.94246339e-02    3.46376656e+00    5.19389456e+00   -2.46631672e-02   -5.13291711e-02
393      1.27752774e-09    4.44310448e-02    3.45819818e+00    5.19147528e+00   -2.54132356e-02   -5.13561481e-02
