Index       TIME             V(BASE)           V(COLL)           V(OUT)            I(VDD)      
286      8.38550369e-10    5.43062423e+00    9.98307699e+00   -1.92789563e-02   -2.01646511e-01
287      8.41883703e-10    5.43198451e+00    9.98976613e+00   -1.15617912e-02   -2.02098853e-01
288      8.45217036e-10    5.41517535e+00    1.00022432e+01    1.25875015e-03   -2.02235393e-01
289      8.48550369e-10    5.38523757e+00    1.00149441e+01    1.34687378e-02   -2.01954924e-01
290      8.51883703e-10    5.35226627e+00    1.00225125e+01    1.99240497e-02   -2.01337240e-01
291      8.55217036e-10    5.32752596e+00    1.00225615e+01    1.86860165e-02   -2.00590954e-01
292      8.58550369e-10    5.31910779e+00    1.00158348e+01    1.09707336e-02   -1.99952699e-01
293      8.61883703e-10    5.32884035e+00    1.00048972e+01   -3.21823349e-04   -1.99605219e-01
294      8.65217036e-10    5.35162961e+00    9.99321460e+00   -1.16067995e-02   -1.99632131e-01
295      8.68550369e-10    5.37743084e+00    9.98476619e+00   -1.90338497e-02   -1.99993958e-01
296      8.71883703e-10    5.39506264e+00    9.98316959e+00   -1.93509644e-02   -2.00524835e-01
297      8.75217036e-10    5.39643503e+00    9.98980269e+00   -1.16833850e-02   -2.00975023e-01
298      8.78550369e-10    5.37963832e+00    1.00021887e+01    1.05687079e-03   -2.01111859e-01
299      8.81883703e-10    5.34971766e+00    1.00148069e+01    1.31998593e-02   -2.00834582e-01
300      8.85217036e-10    5.31677124e+00    1.00223357e+01    1.96341597e-02   -2.00222127e-01
301      8.88550369e-10    5.29206463e+00    1.00223963e+01    1.84260651e-02   -1.99481535e-01
302      8.91883703e-10    5.28368808e+00    1.00157207e+01    1.07770667e-02   -1.98847927e-01
303      8.95217036e-10    5.29346747e+00    1.00048564e+01   -4.32132802e-04   -1.98503019e-01
304      8.98550369e-10    5.31630452e+00    9.99324874e+00   -1.16374304e-02   -1.98530034e-01
305      9.01883703e-10    5.34215012e+00    9.98485127e+00   -1.90132122e-02   -1.98889864e-01
306      9.05217036e-10    5.35982042e+00    9.98325492e+00   -1.93314129e-02   -1.99417894e-01
307      9.08550369e-10    5.36122645e+00    9.98982898e+00   -1.17222265e-02   -1.99866214e-01
308      9.11883703e-10    5.34446246e+00    1.00021205e+01    9.29062081e-04   -2.00003743e-01
309      9.15217036e-10    5.31457815e+00    1.00146540e+01    1.29983261e-02   -1.99730144e-01
310      9.18550369e-10    5.28167487e+00    1.00221435e+01    1.94075964e-02   -1.99123434e-01
311      9.21883703e-10    5.25701922e+00    1.00222179e+01    1.82274811e-02   -1.98389009e-01
312      9.25217036e-10    5.24870053e+00    1.00155964e+01    1.06436162e-02   -1.97760436e-01
313      9.28550369e-10    5.25854188e+00    1.00048078e+01   -4.83664473e-04   -1.97418399e-01
314      9.31883703e-10    5.28144087e+00    9.99327669e+00   -1.16115497e-02   -1.97445745e-01
315      9.35217036e-10    5.30734403e+00    9.98493065e+00   -1.89392319e-02   -1.97803775e-01
316      9.38550369e-10    5.32506520e+00    9.98333427e+00   -1.92622325e-02   -1.98329149e-01
317      9.41883703e-10    5.32651650e+00    9.98984872e+00   -1.17151963e-02   -1.98775809e-01
318      9.45217036e-10    5.30979615e+00    1.00020454e+01    8.43848250e-04   -1.98914251e-01
319      9.48550369e-10    5.27995838e+00    1.00144944e+01    1.28368506e-02   -1.98644555e-01
320      9.51883703e-10    5.24710767e+00    1.00219453e+01    1.92192109e-02   -1.98043796e-01
321      9.55217036e-10    5.22251170e+00    1.00220344e+01    1.80654429e-02   -1.97315721e-01
322      9.58550369e-10    5.21425889e+00    1.00154675e+01    1.05449123e-02   -1.96692340e-01
323      9.61883703e-10    5.22416969e+00    1.00047547e+01   -5.02658141e-04   -1.96353321e-01
324      9.65217036e-10    5.24713767e+00    9.99329975e+00   -1.15556448e-02   -1.96381154e-01
325      9.68550369e-10    5.27310519e+00    9.98500461e+00   -1.88376742e-02   -1.96737554e-01
326      9.71883703e-10    5.29088380e+00    9.98340813e+00   -1.91673287e-02   -1.97260453e-01
327      9.75217036e-10    5.29238666e+00    9.98986363e+00   -1.16834669e-02   -1.97705623e-01
328      9.78550369e-10    5.27571584e+00    1.00019667e+01    7.82939646e-04   -1.97845119e-01
329      9.81883703e-10    5.24592999e+00    1.00143325e+01    1.26993641e-02   -1.97579422e-01
330      9.85217036e-10    5.21313667e+00    1.00217457e+01    1.90540810e-02   -1.96984678e-01
331      9.88550369e-10    5.18860460e+00    1.00218495e+01    1.79252554e-02   -1.96262998e-01
332      9.91883703e-10    5.18042147e+00    1.00153366e+01    1.04660206e-02   -1.95644865e-01
333      9.95217036e-10    5.19040526e+00    1.00046984e+01   -5.04313997e-04   -1.95308951e-01
334      9.98550369e-10    5.21344570e+00    9.99331814e+00   -1.14848961e-02   -1.95337402e-01
335      1.00188370e-09    5.23948111e+00    9.98507288e+00   -1.87232198e-02   -1.95692344e-01
336      1.00521704e-09    5.25732080e+00    9.98347629e+00   -1.90603581e-02   -1.96212956e-01
337      1.00855037e-09    5.25887887e+00    9.98987403e+00   -1.16392991e-02   -1.96656806e-01
338      1.01188370e-09    5.24226103e+00    1.00018854e+01    7.35487368e-04   -1.96797473e-01
339      1.01521704e-09    5.21253018e+00    1.00141697e+01    1.25760804e-02   -1.96535836e-01
340      1.01855037e-09    5.17979687e+00    1.00215459e+01    1.89029793e-02   -1.95947124e-01
341      1.02188370e-09    5.15533093e+00    1.00216641e+01    1.77978646e-02   -1.95231850e-01
342      1.02521704e-09    5.14721943e+00    1.00152040e+01    1.03979061e-02   -1.94619004e-01
343      1.02855037e-09    5.15727806e+00    1.00046385e+01   -4.97597588e-04   -1.94286283e-01
344      1.03188370e-09    5.18039294e+00    9.99333122e+00   -1.14080484e-02   -1.94315498e-01
345      1.03521704e-09    5.20649849e+00    9.98513465e+00   -1.86042054e-02   -1.94669179e-01
346      1.03855037e-09    5.22440176e+00    9.98353798e+00   -1.89491012e-02   -1.95187721e-01
347      1.04188370e-09    5.22601770e+00    9.98987924e+00   -1.15898695e-02   -1.95630444e-01
348      1.04521704e-09    5.20945544e+00    1.00018008e+01    6.94831654e-04   -1.95772423e-01
349      1.04855037e-09    5.17978197e+00    1.00140051e+01    1.24606854e-02   -1.95514926e-01
350      1.05188370e-09    5.14711072e+00    1.00213449e+01    1.87597881e-02   -1.94932292e-01
351      1.05521704e-09    5.12271271e+00    1.00214770e+01    1.76773087e-02   -1.94223472e-01
352      1.05855037e-09    5.11467447e+00    1.00150683e+01    1.03348278e-02   -1.93615991e-01
353      1.06188370e-09    5.12480964e+00    1.00045738e+01   -4.87920772e-04   -1.93286597e-01
354      1.06521704e-09    5.14800086e+00    9.99333764e+00   -1.13301045e-02   -1.93316769e-01
355      1.06855037e-09    5.17417881e+00    9.98518868e+00   -1.84852282e-02   -1.93669428e-01
356      1.07188370e-09    5.19214827e+00    9.98359194e+00   -1.88378661e-02   -1.94186157e-01
357      1.07521704e-09    5.19382490e+00    9.98987784e+00   -1.15393881e-02   -1.94627992e-01
358      1.07855037e-09    5.17732113e+00    1.00017111e+01    6.56678579e-04   -1.94771476e-01
359      1.08188370e-09    5.14770782e+00    1.00138367e+01    1.23487362e-02   -1.94518268e-01
360      1.08521704e-09    5.11510128e+00    1.00211403e+01    1.86200111e-02   -1.93941839e-01
361      1.08855037e-09    5.09077370e+00    1.00212855e+01    1.75592538e-02   -1.93239608e-01
362      1.09188370e-09    5.08281123e+00    1.00149268e+01    1.02728506e-02   -1.92637661e-01
363      1.09521704e-09    5.09302556e+00    1.00045018e+01   -4.78648534e-04   -1.92311808e-01
364      1.09855037e-09    5.11629605e+00    9.99333555e+00   -1.12538264e-02   -1.92343198e-01
365      1.10188370e-09    5.14254966e+00    9.98523337e+00   -1.83685952e-02   -1.92695132e-01
366      1.10521704e-09    5.16058895e+00    9.98363655e+00   -1.87288302e-02   -1.93210358e-01
367      1.10855037e-09    5.16233019e+00    9.98986779e+00   -1.14902938e-02   -1.93651604e-01
368      1.11188370e-09    5.14588894e+00    1.00016137e+01    6.18054533e-04   -1.93796868e-01
369      1.11521704e-09    5.11633991e+00    1.00136609e+01    1.22367331e-02   -1.93548200e-01
370      1.11855037e-09    5.08380218e+00    1.00209280e+01    1.84799137e-02   -1.92978227e-01
371      1.12188370e-09    5.05954919e+00    1.00210855e+01    1.74401604e-02   -1.92282852e-01
372      1.12521704e-09    5.05166675e+00    1.00147760e+01    1.02090197e-02   -1.91686735e-01
373      1.12855037e-09    5.06196473e+00    1.00044197e+01   -4.71920390e-04   -1.91364747e-01
374      1.13188370e-09    5.08531923e+00    9.99332264e+00   -1.11805412e-02   -1.91397704e-01
375      1.13521704e-09    5.11165358e+00    9.98526690e+00   -1.82550905e-02   -1.91749278e-01
376      1.13855037e-09    5.12976809e+00    9.98367000e+00   -1.86227378e-02   -1.92263374e-01
377      1.14188370e-09    5.13157961e+00    9.98984666e+00   -1.14438517e-02   -1.92704400e-01
378      1.14521704e-09    5.11520678e+00    1.00015051e+01    5.76828022e-04   -1.92851812e-01
379      1.14855037e-09    5.08572809e+00    1.00134733e+01    1.21217518e-02   -1.92608067e-01
380      1.15188370e-09    5.05326543e+00    1.00207031e+01    1.83362357e-02   -1.92044954e-01
381      1.15521704e-09    5.02909348e+00    1.00208723e+01    1.73170423e-02   -1.91356865e-01
382      1.15855037e-09    5.02129776e+00    1.00146117e+01    1.01411338e-02   -1.90767024e-01
383      1.16188370e-09    5.03168628e+00    1.00043241e+01   -4.68883374e-04   -1.90449350e-01
384      1.16521704e-09    5.05513194e+00    9.99329659e+00   -1.11103847e-02   -1.90484317e-01
385      1.16855037e-09    5.08155439e+00    9.98528761e+00   -1.81442133e-02   -1.90835962e-01
386      1.17188370e-09    5.09975172e+00    9.98369063e+00   -1.85190889e-02   -1.91349352e-01
387      1.17521704e-09    5.10164131e+00    9.98981217e+00   -1.14002310e-02   -1.91790594e-01
388      1.17855037e-09    5.08534494e+00    1.00013819e+01    5.31786909e-04   -1.91940619e-01
389      1.18188370e-09    5.05594490e+00    1.00132696e+01    1.20016786e-02   -1.91702307e-01
390      1.18521704e-09    5.02356595e+00    1.00204607e+01    1.81865388e-02   -1.91146611e-01
391      1.18855037e-09    4.99948399e+00    1.00206412e+01    1.71878491e-02   -1.90466396e-01
392      1.19188370e-09    4.99178423e+00    1.00144299e+01    1.00680889e-02   -1.89883417e-01
393      1.19521704e-09    5.00227273e+00    1.00042124e+01   -4.69439079e-04   -1.89570614e-01
394      1.19855037e-09    5.02581908e+00    9.99325594e+00   -1.10421558e-02   -1.89608100e-01
395      1.20188370e-09    5.05233923e+00    9.98529478e+00   -1.80341032e-02   -1.89960284e-01
396      1.20521704e-09    5.07062898e+00    9.98369784e+00   -1.84160444e-02   -1.90473415e-01
397      1.20855037e-09    5.07260637e+00    9.98976313e+00   -1.13582725e-02   -1.90915337e-01
398      1.21188370e-09    5.05639634e+00    1.00012420e+01    4.83096745e-04   -1.91068494e-01
399      1.21521704e-09    5.02708515e+00    1.00130468e+01    1.18758900e-02   -1.90836210e-01
400      1.21855037e-09    4.99480047e+00    1.00201977e+01    1.80300054e-02   -1.90288593e-01
401      1.22188370e-09    4.97081941e+00    1.00203894e+01    1.70522391e-02   -1.89616937e-01
402      1.22521704e-09    4.96322673e+00    1.00142291e+01    9.99049299e-03   -1.89041482e-01
403      1.22855037e-09    4.97382642e+00    1.00040840e+01   -4.71868449e-04   -1.88734145e-01
404      1.23188370e-09    4.99748456e+00    9.99320115e+00   -1.09731890e-02   -1.88774661e-01
405      1.23521704e-09    5.02411332e+00    9.98528960e+00   -1.79215836e-02   -1.89127823e-01
406      1.23855037e-09    5.04250622e+00    9.98369296e+00   -1.83104851e-02   -1.89641101e-01
407      1.24188370e-09    5.04458201e+00    9.98970054e+00   -1.13153832e-02   -1.90084128e-01
408      1.24521704e-09    5.02846899e+00    1.00010858e+01    4.32676896e-04   -1.90240911e-01
409      1.24855037e-09    4.99925749e+00    1.00128050e+01    1.17458665e-02   -1.90015239e-01
410      1.25188370e-09    4.96707818e+00    1.00199144e+01    1.78681298e-02   -1.89476352e-01
411      1.25521704e-09    4.94320937e+00    1.00201177e+01    1.69121443e-02   -1.88813924e-01
412      1.25855037e-09    4.93573521e+00    1.00140106e+01    9.91094468e-03   -1.88246613e-01
413      1.26188370e-09    4.94645737e+00    1.00039414e+01   -4.72913337e-04   -1.87945268e-01
414      1.26521704e-09    4.97023828e+00    9.99313543e+00   -1.08997709e-02   -1.87989232e-01
415      1.26855037e-09    4.99698617e+00    9.98527566e+00   -1.78027923e-02   -1.88343697e-01
416      1.27188370e-09    5.01549228e+00    9.98367973e+00   -1.81986707e-02   -1.88857406e-01
417      1.27521704e-09    5.01767619e+00    9.98962813e+00   -1.12680473e-02   -1.89301838e-01
418      1.27855037e-09    5.00166974e+00    1.00009173e+01    3.83916308e-04   -1.89462616e-01
419      1.28188370e-09    4.97256750e+00    1.00125484e+01    1.16150649e-02   -1.89244008e-01
420      1.28521704e-09    4.94050321e+00    1.00196152e+01    1.77045762e-02   -1.88714360e-01
421      1.28855037e-09    4.91675630e+00    1.00198313e+01    1.67714399e-02   -1.88061667e-01
422      1.29188370e-09    4.90941015e+00    1.00137801e+01    9.83340907e-03   -1.87502946e-01
423      1.29521704e-09    4.92026394e+00    1.00037901e+01   -4.68705892e-04   -1.87207938e-01
424      1.29855037e-09    4.94417623e+00    9.99306431e+00   -1.08183067e-02   -1.87255581e-01
425      1.30188370e-09    4.97105123e+00    9.98525839e+00   -1.76744652e-02   -1.87611495e-01
426      1.30521704e-09    4.98967793e+00    9.98366361e+00   -1.80775164e-02   -1.88125736e-01
427      1.30855037e-09    4.99197684e+00    9.98955175e+00   -1.12130209e-02   -1.88571687e-01
428      1.31188370e-09    4.97608348e+00    1.00007429e+01    3.40549177e-04   -1.88736621e-01
429      1.31521704e-09    4.94709679e+00    1.00122844e+01    1.14877887e-02   -1.88525297e-01
430      1.31855037e-09    4.91515363e+00    1.00193083e+01    1.75439616e-02   -1.88005139e-01
431      1.32188370e-09    4.89153451e+00    1.00195383e+01    1.66346052e-02   -1.87362420e-01
432      1.32521704e-09    4.88432191e+00    1.00135453e+01    9.76178526e-03   -1.86812470e-01
433      1.32855037e-09    4.89531236e+00    1.00036375e+01   -4.56226407e-04   -1.86523892e-01
434      1.33188370e-09    4.91936043e+00    9.99299422e+00   -1.07267274e-02   -1.86575221e-01
435      1.33521704e-09    4.94636629e+00    9.98524363e+00   -1.75352501e-02   -1.86932522e-01
436      1.33855037e-09    4.96511672e+00    9.98365034e+00   -1.79458387e-02   -1.87447206e-01
437      1.34188370e-09    4.96753322e+00    9.98947776e+00   -1.11486007e-02   -1.87894588e-01
438      1.34521704e-09    4.95175510e+00    1.00005702e+01    3.05261593e-04   -1.88063611e-01
439      1.34855037e-09    4.92288572e+00    1.00120216e+01    1.13676360e-02   -1.87859521e-01
440      1.35188370e-09    4.89106505e+00    1.00190028e+01    1.73902148e-02   -1.87348811e-01
441      1.35521704e-09    4.86757468e+00    1.00192476e+01    1.65051348e-02   -1.86716002e-01
442      1.35855037e-09    4.86049613e+00    1.00133144e+01    9.69851470e-03   -1.86174718e-01
443      1.36188370e-09    4.87162320e+00    1.00034903e+01   -4.34392932e-04   -1.85892413e-01
444      1.36521704e-09    4.89580647e+00    9.99293081e+00   -1.06252492e-02   -1.85947224e-01
445      1.36855037e-09    4.92294208e+00    9.98523613e+00   -1.73862099e-02   -1.86305682e-01
446      1.37188370e-09    4.94181464e+00    9.98364454e+00   -1.78047737e-02   -1.86820563e-01
447      1.37521704e-09    4.94434672e+00    9.98941148e+00   -1.10751693e-02   -1.87269123e-01
448      1.37855037e-09    4.92868137e+00    1.00004057e+01    2.78885837e-04   -1.87441970e-01
449      1.38188370e-09    4.89992637e+00    1.00117677e+01    1.12564645e-02   -1.87244831e-01
450      1.38521704e-09    4.86822481e+00    1.00187068e+01    1.72454950e-02   -1.86743262e-01
451      1.38855037e-09    4.84485930e+00    1.00189670e+01    1.63846389e-02   -1.86120038e-01
452      1.39188370e-09    4.83791043e+00    1.00130940e+01    9.64404098e-03   -1.85587078e-01
453      1.39521704e-09    4.84916931e+00    1.00033538e+01   -4.04168032e-04   -1.85310696e-01
454      1.39855037e-09    4.87348260e+00    9.99287788e+00   -1.05160840e-02   -1.85368638e-01
455      1.40188370e-09    4.90074249e+00    9.98523880e+00   -1.72302803e-02   -1.85727908e-01
456      1.40521704e-09    4.91973148e+00    9.98364896e+00   -1.76572032e-02   -1.86242648e-01
457      1.40855037e-09    4.92237317e+00    9.98935630e+00   -1.09948002e-02   -1.86692032e-01
458      1.41188370e-09    4.90681428e+00    1.00002538e+01    2.60516542e-04   -1.86868309e-01
459      1.41521704e-09    4.87816692e+00    1.00115281e+01    1.11543016e-02   -1.86677673e-01
460      1.41855037e-09    4.84657724e+00    1.00184260e+01    1.71100856e-02   -1.86184756e-01
461      1.42188370e-09    4.82332891e+00    1.00187016e+01    1.62729199e-02   -1.85570612e-01
462      1.42521704e-09    4.81650162e+00    1.00128882e+01    9.59718940e-03   -1.85045480e-01
463      1.42855037e-09    4.82788391e+00    1.00032308e+01   -3.67853335e-04   -1.84774553e-01
464      1.43188370e-09    4.85231867e+00    9.99283719e+00   -1.04024746e-02   -1.84835199e-01
465      1.43521704e-09    4.87969425e+00    9.98525270e+00   -1.70711791e-02   -1.85194892e-01
466      1.43855037e-09    4.89879109e+00    9.98366459e+00   -1.75066970e-02   -1.85709118e-01
467      1.44188370e-09    4.90153374e+00    9.98931369e+00   -1.09103610e-02   -1.86158932e-01
